monthly_txn_volume,avg_txn_size,business_tenure_months,iot_device_uptime_pct,payment_consistency_score,industry_sector,monthly_revenue,num_employees,credit_approved,credit_limit,risk_tier
6,30876.39,206,90.05,0.829,fnb,219627.94,112,1,221828,MEDIUM
389,35353.52,167,92.12,0.5928,logistics,500000.0,72,1,402339,LOW
308,8393.74,47,87.37,0.6555,fnb,500000.0,21,0,50000,HIGH
258,8422.58,127,95.8,0.5764,retail,500000.0,16,1,381416,LOW
144,1881.74,147,93.59,0.3385,fnb,123918.3,179,1,163990,MEDIUM
457,36833.28,118,100.0,0.3111,tech,500000.0,16,1,365111,MEDIUM
41,33207.04,143,95.84,0.6049,manufacturing,500000.0,146,1,357601,MEDIUM
164,23757.81,126,90.38,0.6743,tech,500000.0,175,0,50000,HIGH
13,42216.31,156,86.08,0.5407,logistics,306014.92,56,0,50000,HIGH
237,40293.22,152,98.93,0.9537,services,500000.0,156,1,380979,LOW
103,29288.45,72,89.74,0.6058,retail,500000.0,82,1,376654,MEDIUM
151,43420.15,107,90.63,0.4798,fnb,500000.0,78,1,356478,MEDIUM
308,10331.77,137,90.62,0.5908,services,500000.0,184,1,367298,LOW
212,5640.38,175,88.79,0.3624,logistics,361064.67,37,0,50000,HIGH
135,13523.99,33,90.76,0.6961,fnb,500000.0,144,0,50000,HIGH
408,2901.49,190,100.0,0.6157,retail,500000.0,193,1,438174,LOW
156,26581.92,225,83.62,0.0833,services,500000.0,60,1,380675,MEDIUM
58,46833.45,19,85.48,0.7503,retail,500000.0,189,1,359233,MEDIUM
124,2015.21,195,100.0,0.611,manufacturing,267888.68,11,0,50000,HIGH
165,6149.39,74,89.0,0.9043,fnb,398266.37,126,1,322166,MEDIUM
412,22637.34,168,88.4,0.7347,fnb,500000.0,66,1,377935,LOW
120,46697.06,175,100.0,0.3738,fnb,500000.0,126,0,50000,HIGH
79,15842.0,234,80.64,0.7953,services,444512.17,32,1,344891,LOW
117,25386.38,193,98.57,0.7358,services,500000.0,147,0,50000,HIGH
460,2126.56,157,92.36,0.9192,fnb,453907.65,56,1,383259,LOW
424,7459.74,178,95.72,0.2756,logistics,500000.0,5,1,366966,MEDIUM
426,49332.17,98,95.57,0.4861,retail,500000.0,131,1,363564,MEDIUM
108,48257.68,141,86.98,0.4381,retail,500000.0,156,0,50000,HIGH
344,296.75,129,100.0,0.3137,manufacturing,18293.61,90,0,50000,HIGH
258,47593.0,162,87.6,0.9783,retail,500000.0,94,1,417913,LOW
231,31974.04,93,95.27,0.4467,services,500000.0,72,1,358712,MEDIUM
116,43402.52,176,100.0,0.7471,tech,500000.0,100,1,414207,LOW
477,22764.26,239,100.0,0.7338,manufacturing,500000.0,29,1,413556,LOW
103,25804.02,205,89.86,0.2766,manufacturing,500000.0,59,1,386190,MEDIUM
157,24467.89,48,95.71,0.8349,services,500000.0,25,1,350916,MEDIUM
353,33359.87,177,89.12,0.5593,retail,500000.0,150,1,404694,LOW
406,7025.58,64,100.0,0.6816,services,500000.0,97,1,373818,LOW
388,1547.18,61,98.24,0.5604,fnb,225805.15,101,0,50000,HIGH
370,15431.1,157,92.67,0.5831,tech,500000.0,117,1,391926,MEDIUM
342,35248.8,39,94.5,0.7668,fnb,500000.0,199,1,415951,LOW
198,10132.58,128,95.26,0.7063,services,500000.0,23,1,400152,LOW
314,33687.95,88,95.49,0.3891,tech,500000.0,70,1,363498,MEDIUM
167,48497.11,26,90.08,0.6125,logistics,500000.0,79,1,353092,MEDIUM
212,4740.34,17,88.85,0.6796,tech,500000.0,79,1,361654,MEDIUM
449,33646.48,71,90.79,0.5557,manufacturing,500000.0,168,0,50000,HIGH
173,22215.32,13,82.88,0.7009,fnb,500000.0,98,1,340858,MEDIUM
488,43413.71,69,97.75,0.4124,logistics,500000.0,14,0,50000,HIGH
165,8898.63,26,85.59,0.6879,fnb,500000.0,29,0,50000,HIGH
72,34646.67,49,83.52,0.1471,retail,500000.0,144,0,50000,HIGH
293,41913.86,195,91.89,0.4031,manufacturing,500000.0,87,1,380290,LOW
402,47233.48,7,90.96,0.2261,manufacturing,500000.0,10,0,50000,HIGH
281,34178.24,58,94.0,0.7014,logistics,500000.0,47,1,368618,MEDIUM
308,24883.88,49,87.45,0.4152,tech,500000.0,4,0,50000,HIGH
408,30911.47,103,88.86,0.3087,logistics,500000.0,12,0,50000,HIGH
388,43451.8,53,97.54,0.9254,retail,500000.0,42,1,395164,LOW
396,28551.96,193,97.05,0.817,manufacturing,500000.0,4,1,443410,LOW
139,1567.83,62,96.72,0.9234,logistics,296688.12,84,1,252874,MEDIUM
199,46550.89,17,92.27,0.8502,tech,500000.0,92,0,50000,HIGH
405,34491.86,171,93.35,0.8784,fnb,500000.0,92,1,401663,LOW
132,33841.84,25,93.84,0.8704,retail,500000.0,6,0,50000,HIGH
37,10822.97,131,86.75,0.6099,logistics,141577.27,142,1,139023,MEDIUM
180,32961.33,207,100.0,0.7142,fnb,500000.0,35,1,402062,LOW
464,19723.53,29,100.0,0.5181,services,500000.0,175,1,400004,MEDIUM
447,32579.09,117,98.35,0.4783,fnb,500000.0,186,1,378482,LOW
375,5374.32,235,88.59,0.7046,fnb,500000.0,65,1,400339,LOW
474,32909.37,160,96.31,0.7939,manufacturing,500000.0,147,1,400131,LOW
379,49970.72,26,99.83,0.2128,fnb,500000.0,57,1,358363,MEDIUM
26,2458.19,124,82.21,0.7971,manufacturing,190166.5,193,0,50000,HIGH
242,48859.85,144,100.0,0.8826,retail,500000.0,13,1,370643,LOW
162,20375.05,25,78.08,0.4669,fnb,500000.0,136,0,50000,HIGH
42,43544.13,54,97.64,0.3961,fnb,500000.0,18,1,324319,MEDIUM
234,39130.15,156,100.0,0.5988,manufacturing,500000.0,163,1,383886,LOW
369,28372.46,73,91.1,0.7264,fnb,500000.0,87,1,389754,LOW
55,36935.54,120,90.8,0.9357,manufacturing,500000.0,114,1,371503,LOW
442,43931.85,56,97.34,0.4713,manufacturing,500000.0,26,0,50000,HIGH
268,20236.81,65,100.0,0.85,manufacturing,500000.0,166,1,383206,LOW
287,16385.31,93,89.75,0.3836,manufacturing,500000.0,66,1,361457,MEDIUM
31,33396.29,86,85.75,0.1369,fnb,359213.7,26,0,50000,HIGH
230,40401.9,80,88.61,0.5141,fnb,500000.0,126,1,370505,MEDIUM
281,38126.14,169,79.58,0.7397,services,500000.0,57,1,400384,LOW
290,39900.79,108,99.18,0.6795,retail,500000.0,25,1,381479,MEDIUM
101,21807.39,179,87.89,0.5962,logistics,500000.0,30,0,50000,HIGH
288,40900.82,118,90.33,0.7897,logistics,500000.0,135,1,401484,LOW
371,6054.44,233,99.28,0.8517,fnb,500000.0,27,0,50000,HIGH
452,27247.23,199,88.98,0.8926,services,500000.0,139,1,403518,LOW
485,337.65,206,98.07,0.928,tech,253786.68,101,1,293561,LOW
457,16263.06,157,83.7,0.5533,fnb,500000.0,136,1,377581,LOW
321,18354.75,83,99.67,0.3265,manufacturing,500000.0,11,0,50000,HIGH
308,19838.83,147,94.74,0.6514,retail,500000.0,126,1,393318,LOW
151,34788.59,194,91.29,0.3203,services,500000.0,30,1,348130,MEDIUM
8,19458.48,169,93.05,0.6329,logistics,110577.0,94,0,50000,HIGH
39,22462.25,173,81.71,0.7197,services,452180.04,116,1,346405,LOW
196,11915.33,15,92.86,0.6002,manufacturing,500000.0,15,1,325659,MEDIUM
53,18693.93,131,90.87,0.6251,tech,302663.45,184,1,225733,MEDIUM
21,11402.12,139,81.92,0.4679,manufacturing,219087.37,35,0,50000,HIGH
176,3706.14,181,86.63,0.2473,manufacturing,211206.85,39,1,220700,MEDIUM
224,30192.26,174,90.97,0.5867,services,500000.0,24,1,402557,LOW
162,33427.23,30,87.14,0.6824,manufacturing,500000.0,8,0,50000,HIGH
481,30993.54,57,72.7,0.608,logistics,500000.0,43,1,352194,MEDIUM
50,23201.53,232,100.0,0.3686,tech,500000.0,170,1,367525,MEDIUM
377,19020.3,146,90.86,0.2906,logistics,500000.0,84,1,361029,LOW
10,43173.52,179,73.81,0.384,manufacturing,201506.78,169,0,50000,HIGH
103,25978.14,128,100.0,0.9121,retail,500000.0,47,1,390622,LOW
384,23985.13,48,100.0,0.5297,logistics,500000.0,26,0,50000,HIGH
237,1330.82,194,89.21,0.5537,manufacturing,150436.16,180,1,190900,MEDIUM
41,17095.33,224,85.26,0.8193,logistics,294189.25,150,1,250027,MEDIUM
284,19040.77,136,95.23,0.8505,fnb,500000.0,133,1,397753,LOW
353,19971.2,22,93.62,0.6158,tech,500000.0,143,0,50000,HIGH
306,29029.61,6,96.34,0.8189,retail,500000.0,164,1,377757,MEDIUM
185,26703.45,204,85.28,0.6959,fnb,500000.0,101,1,400708,LOW
99,30414.86,239,100.0,0.3561,manufacturing,500000.0,63,1,353677,MEDIUM
103,38255.92,185,88.21,0.7446,manufacturing,500000.0,93,1,410870,LOW
192,40658.64,104,97.45,0.3909,fnb,500000.0,177,1,316351,MEDIUM
485,35920.25,36,85.62,0.2276,manufacturing,500000.0,55,0,50000,HIGH
120,47778.41,79,100.0,0.9054,fnb,500000.0,72,0,50000,HIGH
195,960.72,220,97.56,0.4171,retail,155226.42,60,0,50000,HIGH
257,9829.11,116,100.0,0.7395,retail,500000.0,185,0,50000,HIGH
473,427.77,57,98.62,0.5223,logistics,69718.15,29,0,50000,HIGH
420,32391.36,49,87.51,0.5895,fnb,500000.0,19,1,338434,LOW
475,44906.63,173,98.64,0.5819,retail,500000.0,73,1,380447,LOW
165,12211.94,82,99.2,0.858,manufacturing,500000.0,138,1,383340,LOW
260,46355.38,66,94.99,0.7521,services,500000.0,101,1,373887,MEDIUM
327,3060.36,77,97.04,0.459,logistics,374267.6,138,1,302215,MEDIUM
132,46725.08,45,98.09,0.4288,logistics,500000.0,57,0,50000,HIGH
22,17613.55,79,84.05,0.5852,logistics,207603.03,182,0,50000,HIGH
285,5115.97,20,83.48,0.4557,fnb,464599.33,184,1,322865,MEDIUM
494,24319.29,192,85.65,0.6463,services,500000.0,68,1,390228,LOW
227,12875.99,221,93.02,0.4914,manufacturing,500000.0,197,1,381956,LOW
58,14279.4,123,90.21,0.1584,fnb,371523.86,87,0,50000,HIGH
62,15399.13,234,84.2,0.5671,retail,423444.71,103,1,338432,LOW
327,40161.14,221,98.2,0.7103,services,500000.0,183,1,378183,LOW
364,26981.11,67,94.26,0.5078,retail,500000.0,197,1,374190,LOW
178,15599.82,83,93.35,0.5588,tech,500000.0,72,1,391068,LOW
284,30536.17,3,89.94,0.9638,logistics,500000.0,129,1,355061,MEDIUM
118,35821.73,182,88.97,0.443,retail,500000.0,118,0,50000,HIGH
292,13667.57,206,85.27,0.6891,fnb,500000.0,140,1,411477,LOW
435,20706.78,64,99.47,0.5121,tech,500000.0,163,1,381269,LOW
346,6138.21,40,86.37,0.3841,fnb,500000.0,116,0,50000,HIGH
155,9098.41,59,93.68,0.4718,logistics,500000.0,82,0,50000,HIGH
454,34071.84,183,100.0,0.2347,services,500000.0,161,0,50000,HIGH
131,9112.85,62,89.34,0.703,logistics,364881.81,109,1,285294,MEDIUM
159,26281.91,132,99.69,0.7718,manufacturing,500000.0,153,0,50000,HIGH
494,35466.86,60,96.55,0.8214,retail,500000.0,16,1,354681,MEDIUM
390,5388.5,116,94.49,0.6199,fnb,500000.0,136,1,373889,LOW
478,28387.25,75,95.44,0.75,services,500000.0,35,1,414657,LOW
277,12865.31,122,91.24,0.5947,tech,500000.0,174,1,378040,LOW
108,48148.2,223,92.28,0.4094,retail,500000.0,139,1,373266,MEDIUM
421,24203.11,107,87.62,0.7457,manufacturing,500000.0,189,1,394332,LOW
397,40309.33,96,92.33,0.6021,fnb,500000.0,44,1,387952,MEDIUM
303,27533.82,91,87.32,0.2348,logistics,500000.0,139,0,50000,HIGH
250,2218.46,158,100.0,0.3373,logistics,223722.87,139,1,236759,MEDIUM
180,31675.91,235,78.4,0.6405,fnb,500000.0,150,1,399428,LOW
43,47572.6,130,95.85,0.8876,retail,500000.0,85,1,352340,MEDIUM
481,30100.51,62,94.69,0.4411,retail,500000.0,82,0,50000,HIGH
174,40968.48,49,93.97,0.962,manufacturing,500000.0,190,0,50000,HIGH
251,44216.11,137,100.0,0.8731,fnb,500000.0,176,0,50000,HIGH
30,11442.58,92,89.71,0.11,fnb,335977.8,102,1,215873,HIGH
359,10641.64,159,94.04,0.8763,tech,500000.0,63,1,365824,LOW
310,30568.5,124,78.27,0.4788,services,500000.0,179,1,373545,MEDIUM
413,20580.87,226,88.68,0.6414,manufacturing,500000.0,173,1,401051,LOW
412,42001.07,61,98.85,0.7673,retail,500000.0,33,1,371555,MEDIUM
17,45006.16,207,81.29,0.9034,retail,393362.87,60,1,341424,LOW
320,17703.4,48,93.28,0.96,fnb,500000.0,123,1,399181,LOW
395,11881.68,153,86.58,0.6937,manufacturing,500000.0,2,1,413427,LOW
317,39037.25,164,91.11,0.8914,services,500000.0,141,1,401102,LOW
40,13776.56,136,87.06,0.5896,logistics,296832.38,194,0,50000,HIGH
177,41139.59,201,82.02,0.4787,services,500000.0,57,0,50000,HIGH
24,21215.73,58,95.09,0.7679,fnb,358189.46,171,0,50000,HIGH
325,33394.12,101,91.6,0.7207,tech,500000.0,45,1,403000,LOW
268,4821.99,112,96.9,0.8451,fnb,500000.0,31,1,367211,LOW
498,31211.77,173,98.36,0.5859,fnb,500000.0,138,1,391660,LOW
404,22615.8,62,100.0,0.6697,retail,500000.0,23,1,348361,LOW
146,29351.09,39,93.07,0.4711,logistics,500000.0,29,1,340006,HIGH
464,8442.31,224,100.0,0.626,logistics,500000.0,31,1,401345,LOW
375,36856.84,58,84.19,0.4512,retail,500000.0,18,1,364518,MEDIUM
475,43146.71,209,99.27,0.5763,fnb,500000.0,11,1,365312,LOW
147,10876.15,99,95.68,0.8498,manufacturing,500000.0,103,1,393484,MEDIUM
96,4830.94,229,93.86,0.4857,tech,188321.48,47,1,198312,MEDIUM
358,1230.75,211,95.56,0.3909,fnb,181065.95,3,1,211044,MEDIUM
326,32116.48,192,84.31,0.1181,logistics,500000.0,130,1,388184,LOW
292,30374.35,44,82.43,0.8166,fnb,500000.0,182,1,354887,MEDIUM
219,27357.54,29,100.0,0.4461,retail,500000.0,72,1,339403,MEDIUM
451,11635.76,59,90.65,0.9052,retail,500000.0,159,1,368148,LOW
346,19575.75,71,90.54,0.9062,fnb,500000.0,136,1,394033,MEDIUM
55,29744.09,92,83.18,0.3321,fnb,500000.0,171,1,336056,MEDIUM
157,24863.5,9,80.15,0.5354,tech,500000.0,176,1,333018,MEDIUM
190,49389.89,127,91.29,0.7576,retail,500000.0,130,1,376908,LOW
67,6865.17,220,89.27,0.8928,fnb,197882.23,22,1,213884,MEDIUM
194,34772.47,134,92.01,0.8862,retail,500000.0,124,1,378870,MEDIUM
129,20245.72,157,92.7,0.5275,logistics,500000.0,133,1,375936,LOW
154,21438.57,186,100.0,0.6365,tech,500000.0,135,1,374263,LOW
318,35894.01,145,89.29,0.3748,fnb,500000.0,20,0,50000,HIGH
62,34637.19,144,100.0,0.1586,services,500000.0,77,0,50000,HIGH
346,49563.24,215,100.0,0.8406,retail,500000.0,130,1,391527,LOW
309,6463.29,223,98.03,0.5737,services,500000.0,32,1,394791,LOW
184,5250.28,131,90.12,0.9289,retail,471083.38,90,1,364951,LOW
174,36230.72,21,81.11,0.5979,services,500000.0,3,0,50000,HIGH
330,28940.43,64,95.82,0.9444,manufacturing,500000.0,169,1,428811,LOW
275,13744.33,90,100.0,0.6932,services,500000.0,42,1,360169,MEDIUM
58,4017.0,36,100.0,0.5017,fnb,297154.17,77,0,50000,HIGH
495,4328.63,234,84.4,0.6946,fnb,500000.0,173,1,430223,LOW
448,44714.83,229,90.05,0.8257,manufacturing,500000.0,101,1,409674,LOW
105,9633.77,214,84.45,0.1175,services,406008.82,199,0,50000,HIGH
485,16202.41,62,86.93,0.7837,retail,500000.0,145,1,411104,LOW
268,11371.49,170,97.32,0.6465,logistics,500000.0,128,1,367948,LOW
57,17782.07,76,86.57,0.486,services,471934.94,47,0,50000,HIGH
64,3517.72,170,85.41,0.683,retail,99287.61,197,1,182987,MEDIUM
496,25977.04,189,98.38,0.4813,retail,500000.0,152,1,395999,LOW
112,3427.25,13,95.61,0.2149,tech,216301.25,199,0,50000,HIGH
9,40027.81,11,94.8,0.785,fnb,168648.73,123,0,50000,HIGH
107,11723.92,54,86.78,0.6413,tech,500000.0,34,0,50000,HIGH
200,27023.6,16,100.0,0.3966,fnb,500000.0,178,1,343376,MEDIUM
266,44009.95,8,92.12,0.5275,fnb,500000.0,42,1,335965,MEDIUM
369,32561.32,104,100.0,0.7821,manufacturing,500000.0,33,1,402289,LOW
484,26671.24,59,93.29,0.7019,retail,500000.0,123,1,378200,LOW
376,16250.47,57,73.33,0.6267,fnb,500000.0,27,1,363887,LOW
354,16683.45,40,72.98,0.5482,fnb,500000.0,59,0,50000,HIGH
51,33490.87,237,96.99,0.4604,logistics,500000.0,147,0,50000,HIGH
359,49707.26,187,100.0,0.4412,services,500000.0,115,1,384492,LOW
315,33108.87,130,85.73,0.7668,fnb,500000.0,131,1,392856,LOW
428,27911.28,94,100.0,0.4082,fnb,500000.0,199,1,388997,LOW
312,36545.99,222,100.0,0.8862,services,500000.0,128,1,449260,LOW
148,23287.02,204,93.68,0.3546,retail,500000.0,120,1,359987,MEDIUM
273,3054.11,138,96.32,0.7423,fnb,399028.74,153,1,341916,LOW
374,28136.73,44,99.16,0.6284,fnb,500000.0,113,0,50000,HIGH
128,47883.38,139,100.0,0.824,manufacturing,500000.0,15,1,407108,LOW
110,8806.38,207,97.46,0.4123,fnb,381398.52,83,0,50000,HIGH
162,34515.74,80,93.5,0.2212,services,500000.0,188,1,349210,MEDIUM
151,10086.64,81,97.38,0.7243,manufacturing,433876.81,83,0,50000,HIGH
149,26814.59,218,96.3,0.5947,tech,500000.0,23,1,338187,LOW
124,4878.99,2,99.4,0.434,logistics,257330.83,11,1,222616,HIGH
323,22546.03,178,79.44,0.1327,fnb,500000.0,187,1,350165,MEDIUM
279,37820.36,140,94.53,0.3413,manufacturing,500000.0,116,1,360275,MEDIUM
96,17411.2,115,95.68,0.2336,tech,500000.0,162,1,367571,MEDIUM
62,33262.34,90,91.42,0.5773,services,500000.0,103,1,355180,MEDIUM
443,39782.73,23,98.27,0.3788,fnb,500000.0,7,0,50000,HIGH
350,46362.53,146,100.0,0.477,retail,500000.0,106,1,388609,MEDIUM
233,11770.37,62,93.11,0.8462,logistics,500000.0,172,1,377145,LOW
478,19995.83,224,97.53,0.8447,fnb,500000.0,192,1,410340,LOW
121,7663.18,113,100.0,0.8278,retail,410870.79,114,1,351226,MEDIUM
322,49624.55,128,93.29,0.6117,services,500000.0,23,1,404644,LOW
283,46353.7,62,84.89,0.9177,logistics,500000.0,102,1,386063,MEDIUM
131,27020.86,38,96.93,0.6106,fnb,500000.0,58,1,371548,MEDIUM
397,42109.56,239,74.39,0.4775,logistics,500000.0,20,1,375574,LOW
400,26071.85,195,73.61,0.4206,logistics,500000.0,155,1,400026,LOW
133,31198.11,166,94.66,0.5318,services,500000.0,117,1,358780,MEDIUM
62,4501.77,195,73.24,0.3559,services,206176.15,188,1,203834,MEDIUM
126,37775.76,222,81.48,0.4879,services,500000.0,136,1,384355,LOW
5,6429.29,61,88.96,0.1824,tech,125614.26,101,0,50000,HIGH
243,41312.08,129,86.23,0.9678,manufacturing,500000.0,195,1,388109,LOW
294,39112.3,222,90.82,0.2799,tech,500000.0,2,1,404566,MEDIUM
100,35451.8,173,100.0,0.7874,fnb,500000.0,22,1,371655,MEDIUM
130,1856.21,224,93.91,0.7509,fnb,136955.69,70,1,189894,MEDIUM
122,15191.26,156,85.29,0.5435,retail,500000.0,103,0,50000,HIGH
52,13192.47,149,100.0,0.8551,services,272688.57,104,0,50000,HIGH
93,18038.81,122,80.57,0.432,logistics,500000.0,36,1,343377,MEDIUM
492,4427.76,110,93.78,0.3868,fnb,500000.0,108,1,382194,MEDIUM
241,46851.04,13,79.68,0.3492,retail,500000.0,24,0,50000,HIGH
377,27712.42,155,94.02,0.5931,retail,500000.0,140,1,379158,LOW
389,15310.94,100,89.45,0.6299,services,500000.0,22,1,355395,LOW
276,19879.23,135,100.0,0.2001,retail,500000.0,83,1,337337,MEDIUM
193,22387.77,22,97.77,0.889,fnb,500000.0,73,1,361231,LOW
491,30049.69,74,87.3,0.8011,logistics,500000.0,124,1,421259,LOW
196,25808.19,231,85.77,0.5385,fnb,500000.0,81,1,376577,LOW
451,45973.63,181,89.48,0.6074,manufacturing,500000.0,151,1,439985,LOW
73,24873.33,207,100.0,0.6232,services,500000.0,74,1,369518,LOW
282,49608.29,207,100.0,0.3631,manufacturing,500000.0,191,1,391779,MEDIUM
353,42578.68,132,84.25,0.4049,retail,500000.0,30,1,375798,MEDIUM
251,10465.1,224,98.4,0.4948,tech,500000.0,147,1,405767,LOW
455,46533.23,23,78.15,0.4636,manufacturing,500000.0,26,1,365765,MEDIUM
80,5862.5,119,88.42,0.526,fnb,362121.82,128,1,239401,MEDIUM
158,40881.61,70,84.58,0.2781,retail,500000.0,11,0,50000,HIGH
148,19062.13,216,100.0,0.5918,retail,500000.0,20,1,366551,MEDIUM
439,43904.82,84,81.67,0.7991,logistics,500000.0,118,1,391812,LOW
489,43409.43,101,95.43,0.2463,services,500000.0,56,1,373368,MEDIUM
90,40305.97,84,92.01,0.7976,fnb,500000.0,173,1,383588,MEDIUM
189,39512.02,204,90.6,0.92,fnb,500000.0,196,1,357834,LOW
289,15268.72,161,100.0,0.6862,logistics,500000.0,47,1,374867,LOW
466,4091.92,28,100.0,0.4465,logistics,500000.0,89,1,369789,LOW
224,20178.86,136,90.84,0.7664,services,500000.0,58,0,50000,HIGH
73,8717.55,1,89.23,0.8536,services,244849.89,10,1,201303,HIGH
51,34762.81,165,79.95,0.5915,logistics,500000.0,22,0,50000,HIGH
98,17337.68,63,91.97,0.2091,manufacturing,500000.0,71,0,50000,HIGH
242,48781.73,22,100.0,0.4459,fnb,500000.0,24,0,50000,HIGH
450,32066.56,70,90.97,0.4576,retail,500000.0,194,1,402937,MEDIUM
457,41132.9,125,97.83,0.7489,logistics,500000.0,96,1,381966,LOW
208,6669.61,149,80.82,0.6085,retail,500000.0,189,0,50000,HIGH
404,43107.62,96,88.52,0.6457,retail,500000.0,7,1,377937,MEDIUM
222,46141.72,163,95.7,0.9369,logistics,500000.0,72,1,413638,LOW
478,24378.74,79,92.85,0.3386,services,500000.0,127,1,392715,LOW
436,30332.33,5,98.6,0.4728,logistics,500000.0,38,0,50000,HIGH
345,38252.25,60,87.18,0.5491,services,500000.0,149,1,353212,MEDIUM
43,8783.19,120,78.0,0.7832,tech,246493.0,136,1,214688,MEDIUM
104,25153.18,46,100.0,0.4575,fnb,500000.0,121,0,50000,HIGH
293,19963.22,178,84.51,0.3858,manufacturing,500000.0,89,1,355415,MEDIUM
258,7361.38,176,96.05,0.8306,fnb,500000.0,28,1,416971,LOW
226,18408.34,134,95.61,0.7627,retail,500000.0,92,1,405779,LOW
361,3455.21,217,78.69,0.5458,fnb,393263.7,54,1,357673,LOW
27,1339.3,56,100.0,0.9289,manufacturing,210990.06,159,1,220752,MEDIUM
254,6801.56,110,87.47,0.6151,retail,500000.0,116,1,355202,MEDIUM
14,48157.6,187,92.44,0.7619,services,247504.15,116,1,264915,LOW
250,27499.0,232,89.13,0.2433,retail,500000.0,120,1,336404,MEDIUM
329,48292.82,157,100.0,0.935,retail,500000.0,41,1,394899,LOW
104,21653.27,199,100.0,0.5586,manufacturing,500000.0,37,0,50000,HIGH
294,15625.22,104,77.5,0.7059,tech,500000.0,125,1,395452,LOW
184,25331.79,77,100.0,0.7375,fnb,500000.0,166,1,382068,LOW
227,22003.61,230,86.57,0.1916,services,500000.0,179,1,388168,LOW
398,5327.95,146,100.0,0.6263,tech,500000.0,76,1,378100,LOW
254,32059.27,2,89.95,0.877,manufacturing,500000.0,37,1,378738,MEDIUM
151,10841.11,8,89.27,0.7829,manufacturing,500000.0,101,0,50000,HIGH
446,30998.42,75,90.02,0.2787,retail,500000.0,31,1,358634,MEDIUM
100,32527.54,225,88.79,0.5155,services,500000.0,190,1,379717,LOW
261,7643.64,182,100.0,0.6641,fnb,500000.0,146,0,50000,HIGH
329,3114.41,125,91.39,0.616,services,331873.69,90,1,293862,MEDIUM
497,39049.04,38,89.58,0.9207,logistics,500000.0,6,1,348760,MEDIUM
8,23017.03,176,92.62,0.6283,services,271141.68,137,0,50000,HIGH
20,2955.28,27,84.26,0.9069,retail,241761.81,139,1,223243,MEDIUM
284,49743.57,20,100.0,0.5087,tech,500000.0,95,1,366954,MEDIUM
340,2936.14,140,80.23,0.6449,services,397049.65,119,1,324953,MEDIUM
251,34767.01,43,87.09,0.7492,tech,500000.0,110,0,50000,HIGH
262,49184.76,189,99.49,0.5292,services,500000.0,120,1,404430,LOW
480,11997.05,31,92.34,0.3309,retail,500000.0,130,1,375454,MEDIUM
388,7155.36,91,96.39,0.604,services,500000.0,123,1,395793,LOW
164,6113.18,224,100.0,0.2935,services,457010.83,29,0,50000,HIGH
479,15198.59,61,100.0,0.7053,retail,500000.0,110,1,382923,LOW
344,5097.24,202,93.1,0.5636,services,500000.0,121,1,393891,LOW
156,34623.46,195,100.0,0.6536,services,500000.0,179,1,420548,LOW
400,3161.48,109,86.97,0.8193,manufacturing,455038.93,69,1,366791,LOW
182,25495.64,91,91.2,0.5576,fnb,500000.0,151,0,50000,HIGH
167,49835.01,163,91.76,0.5259,services,500000.0,7,1,369055,MEDIUM
384,40707.81,95,91.18,0.6181,fnb,500000.0,128,1,376832,LOW
37,30780.21,143,83.45,0.8889,services,468019.07,56,1,366075,LOW
421,15347.37,144,79.33,0.7615,retail,500000.0,127,1,407368,LOW
449,31213.6,13,95.34,0.289,retail,500000.0,77,1,327281,MEDIUM
183,26375.72,113,86.93,0.4152,fnb,500000.0,62,0,50000,HIGH
431,21332.87,35,100.0,0.477,fnb,500000.0,74,1,362888,MEDIUM
105,6578.98,203,91.42,0.4706,fnb,432961.28,15,1,329660,MEDIUM
272,44335.88,187,89.99,0.7554,tech,500000.0,53,1,428375,LOW
327,22516.74,149,100.0,0.804,services,500000.0,171,1,397589,LOW
69,9771.39,182,95.22,0.7718,services,412155.74,120,1,328120,LOW
421,18419.58,203,90.6,0.4233,tech,500000.0,35,1,369730,LOW
172,20735.78,158,86.87,0.5949,tech,500000.0,14,1,398977,LOW
334,41385.52,48,100.0,0.2106,logistics,500000.0,93,0,50000,HIGH
47,36694.04,35,94.89,0.3883,retail,500000.0,197,1,331895,MEDIUM
48,38476.78,86,100.0,0.6808,manufacturing,500000.0,122,1,361070,MEDIUM
289,601.01,166,83.82,0.5699,logistics,181195.7,177,0,50000,HIGH
401,20836.89,159,87.38,0.6708,logistics,500000.0,18,1,413720,LOW
16,24093.14,206,100.0,0.5437,services,195731.6,179,0,50000,HIGH
99,1008.65,152,100.0,0.6367,retail,269277.85,129,1,251801,LOW
306,13027.67,114,95.66,0.6088,tech,500000.0,125,1,341730,MEDIUM
390,38026.48,177,88.95,0.7391,services,500000.0,27,1,385932,LOW
257,6898.63,224,90.13,0.3114,fnb,500000.0,64,1,377259,MEDIUM
246,26788.74,100,86.59,0.7623,fnb,500000.0,60,1,416534,LOW
39,10799.33,160,82.75,0.4008,services,389608.75,169,0,50000,HIGH
219,655.43,183,99.39,0.5752,fnb,104472.47,149,0,50000,HIGH
341,12098.01,207,96.31,0.2775,fnb,500000.0,14,1,378595,MEDIUM
94,48794.89,235,97.89,0.6362,tech,500000.0,116,1,376805,LOW
268,40086.78,186,89.3,0.3095,fnb,500000.0,148,1,368314,MEDIUM
